"","Rk","G","Date","Age","Tm","Var.6","Opp","Var.8","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","NA."
"21","Rk","G","Date","Age","Tm","","Opp","","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","+/-",NA
"22","21","4","2018-11-30","35-197","CLE","@","BOS","L (-33)","0","7:05","0","1",".000","0","1",".000","0","0","","0","1","1","0","0","0","1","1","0","-1.8","-4",NA
"23","22","5","2018-12-01","35-198","CLE","","TOR","L (-11)","0","3:28","0","0","","0","0","","0","0","","0","2","2","0","0","0","0","1","0","0.2","0",NA
"24","23","","2018-12-03","35-200","CLE","@","BRK","W (+2)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"25","24","6","2018-12-05","35-202","CLE","","GSW","L (-24)","0","3:05","0","0","","0","0","","0","0","","0","2","2","0","0","1","0","0","0","1.3","0",NA
"26","25","7","2018-12-07","35-204","CLE","","SAC","L (-19)","0","3:50","2","2","1.000","2","2","1.000","0","0","","0","0","0","0","0","0","0","0","6","5.4","+2",NA
"27","26","","2018-12-08","35-205","CLE","","WAS","W (+15)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"28","27","8","2018-12-10","35-207","CLE","@","MIL","L (-16)","0","5:10","1","2",".500","1","1","1.000","0","0","","0","0","0","0","0","0","0","0","3","2.0","-12",NA
"29","28","9","2018-12-12","35-209","CLE","","NYK","W (+7)","1","14:41","0","3",".000","0","3",".000","0","0","","1","4","5","2","0","0","0","1","0","0.8","-10",NA
"30","29","10","2018-12-14","35-211","CLE","","MIL","L (-12)","1","13:44","2","4",".500","2","3",".667","3","3","1.000","0","3","3","0","0","0","1","3","9","5.7","-10",NA
"31","30","11","2018-12-16","35-213","CLE","","PHI","L (-23)","0","5:23","1","2",".500","1","2",".500","0","0","","0","1","1","0","1","0","1","0","3","2.3","0",NA
"32","31","12","2018-12-18","35-215","CLE","@","IND","W (+1)","0","6:04","1","3",".333","0","2",".000","0","0","","0","0","0","0","0","0","0","3","2","-0.9","-6",NA
"33","32","","2018-12-19","35-216","CLE","@","CHO","L (-11)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"34","33","","2018-12-21","35-218","CLE","@","TOR","L (-16)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"35","34","13","2018-12-23","35-220","CLE","","CHI","L (-20)","0","2:26","1","2",".500","1","2",".500","0","0","","0","0","0","0","0","0","0","1","3","1.6","+6",NA
"36","35","14","2018-12-26","35-223","CLE","@","MEM","L (-8)","0","17:10","2","9",".222","2","7",".286","0","0","","1","1","2","0","1","0","3","0","6","-0.5","-4",NA
"37","36","15","2018-12-28","35-225","CLE","@","MIA","L (-24)","1","18:16","3","7",".429","2","6",".333","0","0","","0","3","3","0","0","0","0","2","8","4.4","-6",NA
"38","37","16","2018-12-29","35-226","CLE","@","ATL","L (-3)","0","11:33","1","8",".125","0","4",".000","0","0","","0","1","1","0","0","1","0","1","2","-2.6","-19",NA
"39","38","17","2019-01-02","35-230","CLE","","MIA","L (-25)","0","2:39","0","2",".000","0","1",".000","0","0","","0","0","0","0","0","0","0","0","0","-1.4","-2",NA
"40","39","18","2019-01-04","35-232","CLE","","UTA","L (-26)","0","16:59","1","3",".333","1","3",".333","2","2","1.000","1","2","3","3","1","0","0","2","5","6.9","+1",NA
"41","40","19","2019-01-05","35-233","CLE","","NOP","L (-35)","0","19:49","3","8",".375","2","5",".400","0","0","","0","0","0","2","0","1","1","5","8","2.7","-13",NA
"42","Rk","G","Date","Age","Tm","","Opp","","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","+/-",NA
"43","41","20","2019-01-08","35-236","CLE","","IND","L (-8)","0","7:11","2","2","1.000","2","2","1.000","1","2",".500","0","0","0","1","0","0","0","0","7","6.7","-3",NA
"44","42","21","2019-01-09","35-237","CLE","@","NOP","L (-16)","1","10:30","1","3",".333","1","1","1.000","0","0","","0","1","1","1","0","0","0","3","3","1.1","-7",NA
"45","43","","2019-01-11","35-239","CLE","@","HOU","L (-28)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"46","44","","2019-01-13","35-241","CLE","@","LAL","W (+6)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"47","45","","2019-01-16","35-244","CLE","@","POR","L (-17)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"48","46","22","2019-01-18","35-246","CLE","@","UTA","L (-16)","0","13:36","1","5",".200","0","4",".000","2","3",".667","1","0","1","2","1","0","1","1","4","2.2","-11",NA
"49","47","23","2019-01-19","35-247","CLE","@","DEN","L (-22)","0","15:19","0","3",".000","0","1",".000","0","0","","0","1","1","0","0","0","0","2","0","-2.6","-11",NA
"50","48","24","2019-01-21","35-249","CLE","","CHI","L (-16)","0","19:19","3","4",".750","2","2","1.000","1","2",".500","0","1","1","0","0","0","0","1","9","6.9","-9",NA
"51","49","25","2019-01-23","35-251","CLE","@","BOS","L (-20)","0","15:26","1","5",".200","0","2",".000","0","0","","0","6","6","3","0","0","0","3","2","1.6","+2",NA
"52","50","","2019-01-25","35-253","CLE","","MIA","L (-6)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"53","51","26","2019-01-27","35-255","CLE","@","CHI","W (+3)","0","4:24","0","1",".000","0","0","","0","0","","0","1","1","1","0","1","0","0","0","1.0","-2",NA
"54","52","","2019-01-29","35-257","CLE","","WAS","W (+3)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"55","53","","2019-02-02","35-261","CLE","","DAL","L (-13)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"56","54","","2019-02-05","35-264","CLE","","BOS","L (-7)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"57","55","27","2019-02-08","35-267","CLE","@","WAS","L (-13)","0","3:25","0","0","","0","0","","0","0","","0","1","1","0","0","0","0","1","0","-0.1","-2",NA
"58","56","28","2019-02-09","35-268","CLE","@","IND","L (-15)","0","2:17","2","2","1.000","2","2","1.000","0","0","","0","1","1","0","0","0","0","0","6","5.7","+2",NA
"59","57","29","2019-02-11","35-270","CLE","","NYK","W (+3)","0","0:55","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","0",NA
"60","58","","2019-02-13","35-272","CLE","","BRK","L (-9)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"61","59","","2019-02-21","35-280","CLE","","PHO","W (+13)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"62","60","","2019-02-23","35-282","CLE","","MEM","W (+5)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"63","Rk","G","Date","Age","Tm","","Opp","","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","+/-",NA
"64","61","","2019-02-25","35-284","CLE","","POR","L (-13)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"65","62","","2019-02-28","35-287","CLE","@","NYK","W (+7)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"66","63","30","2019-03-02","35-289","CLE","","DET","L (-36)","0","20:28","3","6",".500","2","5",".400","0","0","","0","4","4","2","0","1","0","2","8","7.5","-19",NA
"67","64","","2019-03-03","35-290","CLE","","ORL","W (+14)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"68","65","","2019-03-06","35-293","CLE","@","BRK","L (-6)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"69","66","","2019-03-08","35-295","CLE","@","MIA","L (-16)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"70","67","31","2019-03-11","35-298","CLE","","TOR","W (+25)","0","2:11","1","1","1.000","1","1","1.000","0","0","","0","0","0","0","0","0","0","1","3","2.3","+5",NA
"71","68","32","2019-03-12","35-299","CLE","@","PHI","L (-7)","0","13:50","1","7",".143","1","5",".200","0","0","","0","1","1","1","1","0","0","3","3","-0.7","+2",NA
"72","69","","2019-03-14","35-301","CLE","@","ORL","L (-29)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"73","70","","2019-03-16","35-303","CLE","@","DAL","L (-5)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"74","71","33","2019-03-18","35-305","CLE","","DET","W (+7)","0","3:27","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","1","0","-0.4","-4",NA
"75","72","","2019-03-20","35-307","CLE","","MIL","W (+5)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"76","73","","2019-03-22","35-309","CLE","","LAC","L (-2)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"77","74","","2019-03-24","35-311","CLE","@","MIL","L (-22)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"78","75","","2019-03-26","35-313","CLE","","BOS","L (-10)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"79","76","","2019-03-28","35-315","CLE","@","SAS","L (-6)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"80","77","","2019-03-30","35-317","CLE","@","LAC","L (-24)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"81","78","34","2019-04-01","35-319","CLE","@","PHO","L (-9)","0","3:18","1","2",".500","1","1","1.000","0","0","","0","0","0","0","0","0","0","0","3","2.0","-7",NA
"82","79","","2019-04-04","35-322","CLE","@","SAC","L (-13)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"83","80","","2019-04-05","35-323","CLE","@","GSW","L (-6)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"84","Rk","G","Date","Age","Tm","","Opp","","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","+/-",NA
"85","81","35","2019-04-07","35-325","CLE","","SAS","L (-22)","1","16:01","2","6",".333","1","4",".250","0","0","","0","4","4","1","0","0","2","1","5","1.1","+4",NA
"86","82","36","2019-04-09","35-327","CLE","","CHO","L (-27)","0","7:14","3","6",".500","2","3",".667","2","2","1.000","0","0","0","0","0","0","1","1","10","5.6","0",NA
